PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING
203932,Aaron Gordon,1610612743,75,31.7,6.2,117.3,111.1
1628988,Aaron Holiday,1610612756,63,16.2,-1.4,106.8,108.2
1630174,Aaron Nesmith,1610612738,52,11.0,3.0,107.3,104.3
1630598,Aaron Wiggins,1610612760,50,24.2,-8.1,104.5,112.6
1627846,Abdel Nader,1610612756,14,10.4,-0.9,95.1,96.0
1629678,Admiral Schofield,1610612753,38,12.3,-13.5,100.3,113.8
201143,Al Horford,1610612738,69,29.1,9.3,112.8,103.4
202692,Alec Burks,1610612752,81,28.6,2.3,110.3,108.1
1630197,Aleksej Pokusevski,1610612760,61,20.2,-2.5,103.6,106.1
1627936,Alex Caruso,1610612741,41,28.0,5.1,110.5,105.5
203458,Alex Len,1610612758,39,15.9,-5.5,106.0,111.4
1628035,Alfonzo McKinnie,1610612741,17,12.1,-12.9,108.6,121.5
1630578,Alperen Sengun,1610612745,72,20.7,-10.2,106.4,116.6
1629599,Amir Coffey,1610612746,69,22.7,-0.9,110.1,111.0
203083,Andre Drummond,1610612751,73,19.7,2.4,112.2,109.8
2738,Andre Iguodala,1610612744,31,19.4,8.7,105.7,97.0
203952,Andrew Wiggins,1610612744,73,31.9,5.8,111.2,105.4
1629014,Anfernee Simons,1610612757,57,29.5,-2.5,110.5,112.9
203076,Anthony Davis,1610612747,40,35.1,-3.0,105.9,108.9
1630162,Anthony Edwards,1610612750,72,34.2,4.0,114.6,110.6
1630264,Anthony Gill,1610612764,44,10.5,5.8,114.7,108.9
1629717,Armoni Brooks,1610612761,54,15.6,-3.8,108.3,112.1
1630559,Austin Reaves,1610612747,61,23.2,1.8,110.8,109.0
203085,Austin Rivers,1610612743,67,22.1,1.9,113.0,111.1
202340,Avery Bradley,1610612747,62,22.7,-5.8,105.4,111.2
1630245,Ayo Dosunmu,1610612741,77,27.4,-5.0,109.1,114.1
1628389,Bam Adebayo,1610612748,56,32.6,8.1,113.1,104.9
203463,Ben McLemore,1610612757,64,20.1,-13.1,101.9,115.0
202687,Bismack Biyombo,1610612756,36,14.1,5.6,111.8,106.2
201933,Blake Griffin,1610612751,56,17.1,-4.7,107.8,112.5
1626171,Bobby Portis,1610612749,72,28.2,6.3,114.7,108.5
203992,Bogdan Bogdanović,1610612737,63,29.3,4.5,116.6,112.1
202711,Bojan Bogdanovic,1610612762,69,30.9,4.8,116.2,111.4
1630538,Bones Hyland,1610612743,69,19.0,1.7,113.4,111.7
202954,Brad Wanamaker,1610612764,23,13.9,-6.4,104.0,110.3
203078,Bradley Beal,1610612764,40,36.0,-3.5,107.1,110.5
1630527,Brandon Boston,1610612746,51,14.9,-2.0,102.9,104.9
1629634,Brandon Clarke,1610612763,64,19.5,7.5,113.2,105.7
1629164,Brandon Goodwin,1610612739,36,13.9,-6.3,106.3,112.6
1627742,Brandon Ingram,1610612740,55,34.0,3.3,112.7,109.4
1630314,Brandon Williams,1610612757,24,26.7,-20.4,101.2,121.6
1630296,Braxton Key,1610612765,11,17.9,8.0,113.2,105.2
201572,Brook Lopez,1610612749,13,23.0,-1.4,110.2,111.6
1628971,Bruce Brown,1610612751,72,24.6,-0.3,111.7,112.0
1627854,Bryn Forbes,1610612743,75,17.1,-0.5,109.3,109.8
1627741,Buddy Hield,1610612754,81,30.8,-3.6,111.4,115.1
1629604,CJ Elleby,1610612757,58,20.2,-14.3,102.6,116.9
203468,CJ McCollum,1610612740,62,34.6,-1.9,112.1,114.0
1630595,Cade Cunningham,1610612765,64,32.6,-6.2,106.9,113.1
1628997,Caleb Martin,1610612748,60,22.9,5.7,111.8,106.2
1629629,Cam Reddish,1610612752,49,20.7,-9.8,103.2,113.0
1630560,Cam Thomas,1610612751,67,17.6,-6.4,106.3,112.7
1629661,Cameron Johnson,1610612756,66,26.2,6.2,110.8,104.6
1626166,Cameron Payne,1610612756,58,22.0,6.3,109.1,102.7
1627747,Caris LeVert,1610612739,58,30.7,-1.8,112.7,114.5
2546,Carmelo Anthony,1610612747,69,26.0,-2.9,108.7,111.7
1626224,Cedi Osman,1610612739,66,22.1,-1.8,107.5,109.2
1629002,Chimezie Metu,1610612758,60,21.3,-5.7,106.1,111.8
